"","FOD_ID","FIRE_NAME","FIRE_YEAR","DISCOVERY_DATE","DISCOVERY_DOY","NWCG_CAUSE_CLASSIFICATION","NWCG_GENERAL_CAUSE","FIRE_SIZE","FIRE_SIZE_CLASS","LATITUDE","LONGITUDE","OWNER_DESCR","STATE"
"1627",400308,"LITTLE DELTA",2007,2007-04-29,119,"Human","Missing data/not specified/undetermined",33452,"G",64.13333,-146.8167,"STATE","AK"
"1628",400317,"SU RIVER",2007,2007-06-20,171,"Natural","Natural",8494,"G",61.9,-150.0833,"STATE","AK"
"1629",400331,"SO. BODENBURGH",2000,2000-04-29,120,"Human","Equipment and vehicle use",30,"C",61.53645,-149.0644,"PRIVATE","AK"
"1630",400492,"SALVAGE",2000,2000-06-06,158,"Human","Smoking",1120,"F",64.90945,-146.3311,"STATE","AK"
"1631",400519,"MERTZ",2000,2000-05-05,126,"Human","Debris and open burning",12,"C",64.14072,-145.7593,"PRIVATE","AK"
"1632",400520,"DOGPATCH",2000,2000-05-15,136,"Human","Missing data/not specified/undetermined",14.5,"C",63.97993,-144.9896,"PRIVATE","AK"
"1633",400534,"VALDEZ # 1",2000,2000-05-27,148,"Human","Debris and open burning",10,"C",61.13374,-146.4057,"PRIVATE","AK"
"1634",400552,"KARLUK",2000,2000-05-09,130,"Human","Other causes",406,"E",57.58062,-154.4389,"PRIVATE","AK"
"1635",400597,"DUGAN",2000,2000-06-13,165,"Natural","Natural",30,"C",64.90349,-150.2389,"STATE","AK"
"1636",400620,"STANDARD CK",2000,2000-06-22,174,"Natural","Natural",10,"C",64.80291,-148.7504,"STATE","AK"
"1637",400628,"CLEAR",2000,2000-06-24,176,"Natural","Natural",2777,"F",64.29057,-149.4913,"STATE","AK"
"1638",400631,"TANGO CREEK",2000,2000-06-25,177,"Natural","Natural",28906.4,"G",63.82944,-156,"STATE","AK"
"1639",400640,"TITNUK CREEK",2000,2000-06-28,180,"Natural","Natural",20,"C",61.08178,-157.0549,"STATE","AK"
"1640",400696,"KALWIES",2001,2001-05-13,133,"Human","Other causes",100,"D",61.35633,-150.0382,"PRIVATE","AK"
"1641",400754,"GRANITE CREEK",2001,2001-09-29,272,"Human","Recreation and ceremony",20,"C",61.7949,-148.8174,"STATE","AK"
"1642",400793,NA,2001,2001-06-21,172,"Natural","Natural",100,"D",60.75388,-155.1479,"STATE","AK"
"1643",400925,"K1O SW 1",2001,2001-06-06,157,"Natural","Natural",20,"C",63.89838,-149.3819,"STATE","AK"
"1644",400975,"RED FOX",2001,2001-06-29,180,"Human","Missing data/not specified/undetermined",150,"D",63.37247,-143.0455,"NPS","AK"
"1645",400989,"SOUTH FORK",2001,2001-07-19,200,"Human","Arson/incendiarism",150,"D",64.76228,-146.4998,"OTHER FEDERAL","AK"
"1646",401003,"KOBE SUBDIVISION",2001,2001-10-04,277,"Human","Missing data/not specified/undetermined",20.5,"C",64.20312,-149.3529,"PRIVATE","AK"
"1647",401020,"BRIAN FIRE",1996,1996-04-20,111,"Human","Misuse of fire by a minor",20.8,"C",61.55187,-149.1014,"PRIVATE","AK"
"1648",401035,"SPRUCE RD",1996,1996-04-28,119,"Human","Debris and open burning",10,"C",61.6626,-149.1306,"PRIVATE","AK"
"1649",401081,"LITTLE SU TOO",1996,1996-05-10,131,"Human","Debris and open burning",10,"C",62.27103,-149.957,"PRIVATE","AK"
"1650",401202,"SHED FIRE",1996,1996-05-09,130,"Human","Recreation and ceremony",500,"E",57.47007,-153.0447,"STATE","AK"
"1651",401260,"IDITAROD RIVER",1996,1996-06-15,167,"Natural","Natural",15,"C",61.69681,-154.9776,"STATE","AK"
"1652",401457,"PETER`S CREEK",1996,1996-05-04,125,"Human","Debris and open burning",20,"C",62.30899,-150.7481,"PRIVATE","AK"
"1653",401459,"BASKIN",1996,1996-05-08,129,"Human","Debris and open burning",35,"C",61.3407,-150.0904,"PRIVATE","AK"
"1654",401460,"VOZNESENKA",1996,1996-05-09,130,"Human","Misuse of fire by a minor",30,"C",59.80529,-151.1183,"PRIVATE","AK"
"1655",401466,"BEAR MOUNTAIN",1996,1996-05-11,132,"Human","Recreation and ceremony",150,"D",61.41072,-149.4085,"STATE","AK"
"1656",401475,"PRATOR LAKE",1996,1996-05-14,135,"Human","Missing data/not specified/undetermined",120,"D",61.62849,-149.738,"PRIVATE","AK"
"1657",401491,"NIKOLAEVSK",1996,1996-05-19,140,"Human","Railroad operations and maintenance",10,"C",59.8386,-151.5989,"PRIVATE","AK"
"1658",401519,"SAWMILL CK. #1",1996,1996-06-08,160,"Human","Missing data/not specified/undetermined",1800,"F",63.91197,-145.1822,"PRIVATE","AK"
"1659",401571,"SPIRK",1996,1996-06-16,168,"Natural","Natural",15,"C",64.15894,-147.0831,"STATE","AK"
"1660",401597,"CHISTO RIVER #1",1996,1996-06-18,170,"Natural","Natural",80,"C",62.8638,-144.7547,"STATE","AK"
"1661",401618,"CHISTO RIV. #2",1996,1996-06-20,172,"Natural","Natural",35,"C",62.7648,-145.0445,"STATE","AK"
"1662",401633,"NISTLER RD 1",1996,1996-06-24,176,"Human","Equipment and vehicle use",260.5,"D",64.02461,-145.5338,"PRIVATE","AK"
"1663",401641,"KOBE AG.",1996,1996-07-04,186,"Natural","Natural",60,"C",64.18999,-149.4749,"STATE","AK"
"1664",401654,"KANTISHNA",1996,1996-07-06,188,"Natural","Natural",88,"C",64.52392,-150.137,"STATE","AK"
"1665",401663,"POKER",1996,1996-07-08,190,"Natural","Natural",10,"C",65.19418,-147.4035,"STATE","AK"
"1666",401668,"PAGE",1996,1996-07-08,190,"Natural","Natural",30,"C",63.307,-155.5507,"STATE","AK"
"1667",401758,"HORNUNG",1997,1997-04-10,100,"Human","Debris and open burning",13,"C",61.59191,-149.1501,"PRIVATE","AK"
"1668",401942,"CHUKOWAN",1997,1997-07-25,206,"Natural","Natural",495,"E",60.84726,-158.3262,"STATE","AK"
"1669",401943,"GAGARYAH",1997,1997-07-29,210,"Natural","Natural",191,"D",61.59764,-155.1246,"STATE","AK"
"1670",401945,"PAGE MOUNTAIN",1997,1997-08-08,220,"Natural","Natural",45,"C",63.30849,-155.5339,"STATE","AK"
"1671",401973,"CHATANIKA",1997,1997-05-16,136,"Human","Recreation and ceremony",40,"C",65.00157,-149.0062,"STATE","AK"
"1672",402024,"JUNCTION CREEK",1997,1997-06-13,164,"Natural","Natural",15,"C",64.36639,-146.4891,"STATE","AK"
"1673",402054,"MID-FORK CHENA",1997,1997-07-03,184,"Natural","Natural",270,"D",65.02876,-145.6373,"STATE","AK"
"1674",402057,"DRY CREEK",1997,1997-07-04,185,"Natural","Natural",10,"C",64.13988,-147.2519,"STATE","AK"
"1675",402062,"LOST CREEK",1997,1997-07-05,186,"Natural","Natural",530,"E",64.94017,-144.3791,"STATE","AK"
"1676",402110,"SHAWNEE PEAK",1997,1997-07-02,183,"Natural","Natural",1480,"F",64.43418,-144.5893,"STATE","AK"
"1677",402125,"EAST FORK",1997,1997-07-02,183,"Natural","Natural",15360,"G",63.55454,-141.7686,"STATE","AK"
"1678",402147,"WHISKEY LAKE",1997,1997-05-26,146,"Human","Debris and open burning",80,"C",61.99878,-151.4109,"PRIVATE","AK"
"1679",402215,"WILLER KASHE",1997,1997-06-23,174,"Natural","Natural",12,"C",61.80436,-149.9534,"STATE","AK"
"1680",402218,"KOGGILING",1997,1997-06-23,174,"Natural","Natural",25,"C",59.29858,-157.8891,"STATE","AK"
"1681",402224,"KOKWOK",1997,1997-06-23,174,"Natural","Natural",35,"C",59.46854,-157.7903,"STATE","AK"
"1682",402232,"KOKLONG CREEK",1997,1997-06-24,175,"Natural","Natural",90,"C",59.34862,-157.7545,"STATE","AK"
"1683",402234,"TITNUK CREEK",1997,1997-06-24,175,"Natural","Natural",71760,"G",61.04597,-156.8848,"STATE","AK"
"1684",402239,"WOLF CREEK",1997,1997-06-25,176,"Natural","Natural",30,"C",62.56911,-156.9165,"STATE","AK"
"1685",402242,"NUYAKUK",1997,1997-06-25,176,"Natural","Natural",20280,"G",59.93358,-157.9807,"STATE","AK"
"1686",402246,"TIKCHIK",1997,1997-06-26,177,"Natural","Natural",5079,"G",60.15906,-158.4231,"STATE","AK"
"1687",402250,"MIDWAY",1997,1997-06-27,178,"Human","Missing data/not specified/undetermined",400,"E",64.3803,-146.8695,"PRIVATE","AK"
"1688",402260,"UNDERHILL",1997,1997-06-30,181,"Natural","Natural",12,"C",61.36312,-154.7242,"STATE","AK"
"1689",402272,"THE SPLITS",1997,1997-07-02,183,"Natural","Natural",10,"C",64.62306,-145.3737,"STATE","AK"
"1690",402275,"MCCOY CREEK",1997,1997-07-02,183,"Natural","Natural",102,"D",64.46507,-146.2852,"STATE","AK"
"1691",402276,"BUTTE CREEK",1997,1997-07-02,183,"Natural","Natural",4222,"F",64.65345,-146.0619,"STATE","AK"
"1692",402279,"GARDNER CREEK",1997,1997-07-02,183,"Natural","Natural",750,"E",62.9747,-141.2885,"STATE","AK"
"1693",402289,"GOLD CREEK",1997,1997-07-03,184,"Natural","Natural",1280,"F",65.02297,-147.1216,"STATE","AK"
"1694",402297,"TIMBER CREEK",1997,1997-07-04,185,"Natural","Natural",27900,"G",61.05817,-158.9217,"STATE","AK"
"1695",402301,"DUMMY CREEK",1997,1997-07-04,185,"Natural","Natural",190,"D",60.53638,-155.3167,"STATE","AK"
"1696",402303,"WEST FORK NIXON",1997,1997-07-05,186,"Natural","Natural",47060,"G",63.49145,-155.6275,"STATE","AK"
"1697",402350,"DEADWOOD",1997,1997-07-20,201,"Natural","Natural",5500,"G",62.71834,-157.3092,"STATE","AK"
"1698",402355,"PAGE",1997,1997-07-21,202,"Natural","Natural",290,"D",63.41092,-155.695,"STATE","AK"
"1699",402358,"BUCKSTOCK RIVER",1997,1997-07-21,202,"Natural","Natural",180,"D",61.39632,-159.1889,"STATE","AK"
"1700",402360,"BUCK MTN.",1997,1997-07-21,202,"Natural","Natural",5130,"G",61.41351,-159.0133,"STATE","AK"
"1701",402363,"DOMINION",1997,1997-07-22,203,"Natural","Natural",2340,"F",63.36979,-156.2896,"STATE","AK"
"1702",402381,"DEVIL ELBOW",1997,1997-07-24,205,"Natural","Natural",12.8,"C",62.20905,-156.1143,"STATE","AK"
"1703",402384,"NUNSATUK",1997,1997-07-28,209,"Natural","Natural",950,"E",62.23759,-156.3765,"STATE","AK"
"1704",402389,"DEVILS PEAK",1997,1997-07-29,210,"Natural","Natural",400,"E",62.12693,-156.0524,"STATE","AK"
"1705",402392,"BEAST",1997,1997-07-30,211,"Natural","Natural",15,"C",63.05742,-156.7362,"STATE","AK"
"1706",402443,"LAZY MTN 78",1998,1998-04-09,99,"Human","Debris and open burning",17.2,"C",61.53403,-149.0542,"PRIVATE","AK"
"1707",402514,"BIG RIVER 2",1998,1998-06-30,181,"Natural","Natural",240,"D",62.28531,-154.7236,"STATE","AK"
"1708",402660,"EISEMENGER 1",1998,1998-05-29,149,"Natural","Natural",175,"D",64.49119,-143.8595,"STATE","AK"
"1709",402698,"REX",1998,1998-05-08,128,"Human","Debris and open burning",10,"C",64.2167,-149.2472,"PRIVATE","AK"
"1710",402700,"ROSIE CREEK",1998,1998-05-09,129,"Human","Recreation and ceremony",30,"C",64.79907,-148.1627,"STATE","AK"
"1711",402711,"WALKER FORK",1998,1998-06-03,154,"Natural","Natural",3381,"F",64.06995,-141.3824,"STATE","AK"
"1712",402728,"WEST FORK",1998,1998-06-30,181,"Natural","Natural",5760,"G",63.72474,-142.4397,"STATE","AK"
"1713",402735,"BELLE CREEK",1998,1998-07-01,182,"Natural","Natural",19.2,"C",65.26377,-147.3482,"STATE","AK"
"1714",402738,"TATLANIKA",1998,1998-07-01,182,"Natural","Natural",12,"C",64.5182,-149.4956,"STATE","AK"
"1715",402742,"DYEA VALLEY",1998,1998-07-01,182,"Human","Other causes",85,"C",59.51263,-135.3794,"STATE","AK"
"1716",402749,"GARDINER CREEK",1998,1998-07-02,183,"Natural","Natural",31360,"G",63.17878,-141.4056,"STATE","AK"
"1717",402757,"NOKOCOMICO",1998,1998-07-05,186,"Natural","Natural",18,"C",65.18238,-147.1936,"STATE","AK"
"1718",402816,"SU-RIVER",1999,1999-04-29,119,"Human","Debris and open burning",10,"C",61.69394,-149.2807,"PRIVATE","AK"
"1719",402941,"GANESCREEK",1999,1999-07-10,191,"Natural","Natural",641,"E",62.90886,-156.781,"STATE","AK"
"1720",402981,NA,2002,2002-07-18,199,"Natural","Natural",75,"C",59.87874,-157.1194,"STATE","AK"
"1721",403079,"LIBERTYCREEK",1999,1999-06-28,179,"Natural","Natural",25,"C",64.03143,-141.5462,"STATE","AK"
"1722",403087,"SMALL ARMS RANGE",1999,1999-04-28,118,"Missing data/not specified/undetermined","Missing data/not specified/undetermined",408.79999,"E",64.81659,-147.6235,"OTHER FEDERAL","AK"
"1723",403093,"TOWNMOUNTAIN",1999,1999-05-14,134,"Human","Misuse of fire by a minor",104,"D",61.13779,-146.3723,"STATE","AK"
"1724",403096,"HELMAUR",1999,1999-05-18,138,"Human","Debris and open burning",227,"D",61.67199,-149.0347,"PRIVATE","AK"
"1725",403105,"MANSFIELDAVENUE",1999,1999-06-04,155,"Human","Debris and open burning",75,"C",59.73957,-151.2913,"PRIVATE","AK"
"1726",403108,"ROLAND",1999,1999-06-07,158,"Human","Debris and open burning",15.8,"C",64.83785,-147.9436,"PRIVATE","AK"
"1727",403117,"MT.TERREL",1999,1999-06-12,163,"Natural","Natural",27354,"G",63.75404,-141.4157,"STATE","AK"
"1728",403118,"LOWERLADUE",1999,1999-06-12,163,"Natural","Natural",57576,"G",63.38389,-141.027,"STATE","AK"
"1729",403126,"MCARTHURCREEK",1999,1999-06-13,164,"Natural","Natural",10233,"G",63.25167,-141.1324,"STATE","AK"
"1730",403136,NA,2002,2002-07-18,199,"Natural","Natural",80,"C",61.6181,-156.3404,"STATE","AK"
"1731",403141,NA,2002,2002-07-19,200,"Natural","Natural",25,"C",60.04869,-157.4782,"STATE","AK"
"1732",403148,"APPLEFARM",1999,1999-06-13,164,"Human","Power generation/transmission/distribution",25,"C",64.90038,-147.2672,"PRIVATE","AK"
"1733",403161,"LENANT",1999,1999-06-14,165,"Natural","Natural",20,"C",64.5068,-146.1828,"STATE","AK"
"1734",403168,"BIG `OL MONSTER",1999,1999-06-19,170,"Natural","Natural",23202,"G",65.58458,-141.0115,"BLM","AK"
"1735",403216,"WASHINGTONCREEK",1999,1999-07-04,185,"Natural","Natural",40,"C",65.19747,-147.8904,"STATE","AK"
"1736",403217,"JOHNSONROAD",1999,1999-07-04,185,"Natural","Natural",15,"C",64.55557,-146.8939,"STATE","AK"
"1737",403225,"MAGUIRECREEK",1999,1999-07-05,186,"Human","Missing data/not specified/undetermined",124,"D",61.3269,-150.3264,"STATE","AK"
"1738",403227,"MCCOY CREEK",1999,1999-07-05,186,"Natural","Natural",5100,"G",64.46288,-146.3408,"STATE","AK"
"1739",403230,"FLUMECREEK",1999,1999-07-06,187,"Natural","Natural",954,"E",64.8242,-145.5506,"STATE","AK"
"1740",403391,NA,2002,2002-05-18,138,"Human","Debris and open burning",14,"C",61.66176,-149.5832,"PRIVATE","AK"
"1741",403473,"WEST FORK CHENA",2002,2002-05-23,143,"Human","Debris and open burning",22251.5,"G",65.09241,-146.1877,"PRIVATE","AK"
"1742",403490,NA,2002,2002-05-26,146,"Human","Misuse of fire by a minor",100,"D",64.33652,-149.1777,"MISSING/NOT SPECIFIED","AK"
"1743",403498,"SUSULATNA",2002,2002-05-26,146,"Natural","Natural",11881,"G",63.69629,-155.4496,"STATE","AK"
"1744",403499,NA,2002,2002-05-26,146,"Natural","Natural",60,"C",63.69403,-155.4632,"STATE","AK"
"1745",403500,"COLORADO CREEK",2002,2002-05-26,146,"Natural","Natural",84015,"G",63.6187,-155.8206,"STATE","AK"
"1746",403501,NA,2002,2002-05-26,146,"Natural","Natural",50,"C",63.62047,-155.8029,"STATE","AK"
"1747",403516,NA,2002,2002-05-27,147,"Natural","Natural",10857,"G",63.87891,-156.3878,"STATE","AK"
"1748",403519,NA,2002,2002-05-28,148,"Natural","Natural",279,"D",63.67794,-156.0233,"STATE","AK"
"1749",403526,NA,2002,2002-05-28,148,"Natural","Natural",25,"C",63.29446,-156.6979,"STATE","AK"
"1750",403527,NA,2002,2002-05-28,148,"Human","Debris and open burning",30,"C",61.66249,-149.143,"PRIVATE","AK"
"1751",403554,NA,2002,2002-06-05,156,"Natural","Natural",87,"C",64.33816,-149.9953,"STATE","AK"
"1752",403564,"UN CHENA",2002,2002-06-07,158,"Natural","Natural",4476,"F",65.14999,-146.7097,"STATE","AK"
"1753",403565,NA,2002,2002-06-07,158,"Natural","Natural",10,"C",63.82115,-155.3474,"STATE","AK"
"1754",403608,NA,2002,2002-06-20,171,"Natural","Natural",4000,"F",63.67873,-156.1245,"STATE","AK"
"1755",403613,"HOHOLITNA",2002,2002-06-22,173,"Natural","Natural",1903,"F",61.44103,-156.8517,"STATE","AK"
"1756",403663,"THURSDAY CREEK",2002,2002-07-16,197,"Natural","Natural",1701,"F",61.7686,-150.6184,"STATE","AK"
"1757",403676,NA,2002,2002-07-17,198,"Natural","Natural",60,"C",63.35416,-153.5609,"STATE","AK"
"1758",403684,"SOUTH FORK",2002,2002-07-17,198,"Natural","Natural",10000,"G",63.27036,-156.1004,"STATE","AK"
"1759",403725,NA,2002,2002-07-31,212,"Natural","Natural",18,"C",59.79307,-151.2001,"STATE","AK"
"1760",745514,"SULLIVAN FIRE",2008,2008-06-06,158,"Natural","Natural",1344,"F",64.01666667,-145.55,"STATE","AK"
"1761",745519,"FOLGER CREEK",2008,2008-07-07,189,"Natural","Natural",504.8,"E",63.48333333,-156.3666667,"STATE","AK"
"1762",745522,"DISHNA",2008,2008-07-08,190,"Natural","Natural",268.7,"D",62.88333333,-157.6333333,"STATE","AK"
"1763",745549,"LOGGING SLASH",2009,2009-07-08,189,"Human","Equipment and vehicle use",118,"D",64.83333333,-148.75,"STATE","AK"
"1764",745558,"DENNISON FORK",2008,2008-06-10,162,"Natural","Natural",326.6,"E",63.66666667,-141.9666667,"STATE","AK"
"1765",745707,"JUNE CREEK",2009,2009-07-11,192,"Natural","Natural",164,"D",64.1,-149.4,"STATE","AK"
"1766",745714,"UPPER HEALY RIVER",2009,2009-07-13,194,"Natural","Natural",61,"C",64.06666667,-144.2333333,"STATE","AK"
"1767",745729,"MUSKEG CREEK",2009,2009-07-20,201,"Natural","Natural",44,"C",61.65,-156.2833333,"STATE","AK"
"1768",745761,"OTTERTAIL CREEK",2009,2009-08-04,216,"Natural","Natural",20,"C",65.03333333,-145.8833333,"STATE","AK"
"1769",745772,"MARATHON RD.",2009,2009-08-31,243,"Human","Equipment and vehicle use",10.9,"C",60.56666667,-151.2166667,"STATE","AK"
"1770",745910,"ANCHORAGE FIRE DEPARTMENT",2009,2009-04-27,117,"Human","Missing data/not specified/undetermined",15.7,"C",61.2,-149.75,"PRIVATE","AK"
"1771",745918,"NEW HOPE",2009,2009-04-30,120,"Human","Missing data/not specified/undetermined",95,"C",64.11666667,-145.7,"PRIVATE","AK"
"1772",745955,"MI. 17 EAST END RD.",2009,2009-05-12,132,"Human","Power generation/transmission/distribution",1074,"F",59.76666667,-151.1666667,"STATE","AK"
"1773",745984,"MILE POST 315",2009,2009-05-19,139,"Human","Equipment and vehicle use",14.6,"C",64.66666667,-148.9166667,"STATE","AK"
"1774",746019,"BROKEN SNOWSHOE",2009,2009-05-24,144,"Natural","Natural",25339.6,"G",63.08333333,-155.4166667,"STATE","AK"
"1775",746022,"DRY CREEK",2009,2009-05-25,145,"Human","Debris and open burning",20,"C",63.7,-144.5833333,"PRIVATE","AK"
"1776",746049,"PLUMLEY",2008,2008-03-27,87,"Human","Debris and open burning",16,"C",61.53333333,-149.0333333,"PRIVATE","AK"
"1777",746129,"ROSA CREEK",2008,2008-05-20,141,"Human","Power generation/transmission/distribution",35.1,"C",64.26666667,-146.1166667,"STATE","AK"
"1778",746156,"PIPER",2008,2008-07-02,184,"Human","Missing data/not specified/undetermined",10.1,"C",61.16666667,-149.8,"STATE","AK"
"1779",746159,"SHAW CREEK",2008,2008-07-04,186,"Natural","Natural",17.1,"C",64.28333333,-146.05,"STATE","AK"
"1780",746167,"OPHIR CREEK",2008,2008-07-05,187,"Natural","Natural",217,"D",61.26666667,-159.8,"STATE","AK"
"1781",746180,"STONY",2009,2009-05-25,145,"Natural","Natural",235,"D",61.45,-155.8333333,"STATE","AK"
"1782",746182,"BIG LAKE",2009,2009-05-25,145,"Natural","Natural",2909,"F",61.58333333,-156.8333333,"STATE","AK"
"1783",746191,"THE MINE FIRE",2009,2009-05-26,146,"Natural","Natural",550,"E",63.08333333,-141.0666667,"STATE","AK"
"1784",746192,"EAST FORK DENNISON",2009,2009-05-26,146,"Natural","Natural",2789,"F",63.38333333,-142.4833333,"STATE","AK"
"1785",746193,"HOHOLITNA",2009,2009-05-26,146,"Natural","Natural",8619,"G",61.41666667,-156.9333333,"STATE","AK"
"1786",746194,"SUSULATNA",2009,2009-05-26,146,"Natural","Natural",16386,"G",63.85,-154.85,"STATE","AK"
"1787",746195,"DILLINGER",2009,2009-05-26,146,"Natural","Natural",23912,"G",62.63333333,-153.55,"STATE","AK"
"1788",746204,"HEALY RIVER",2009,2009-05-27,147,"Natural","Natural",47.3,"C",64.03333333,-144.3833333,"STATE","AK"
"1789",746213,"LADUE RIVER",2009,2009-06-01,152,"Natural","Natural",24061,"G",63.28333333,-141.55,"STATE","AK"
"1790",746218,"BROCK ROAD",2009,2009-06-04,155,"Human","Missing data/not specified/undetermined",70,"C",64.78333333,-147.3666667,"STATE","AK"
"1791",746224,"SWAMP CREEK",2009,2009-06-09,160,"Natural","Natural",6545,"G",62.95,-141.0666667,"STATE","AK"
"1792",746237,"FRANKLIN CREEK",2009,2009-06-12,163,"Natural","Natural",19984,"G",62.63333333,-158.1666667,"STATE","AK"
"1793",746251,"BEAR LAKE",2009,2009-06-19,170,"Natural","Natural",5030,"G",64.65,-149.8333333,"STATE","AK"
"1794",746254,"LUNCH LAKE",2009,2009-06-20,171,"Natural","Natural",12802,"G",64.85,-150.0166667,"STATE","AK"
"1795",746257,"1304 PEAK",2009,2009-06-21,172,"Natural","Natural",15,"C",63.46666667,-156.0666667,"STATE","AK"
"1796",746262,"NENANA RIDGE",2009,2009-06-22,173,"Human","Missing data/not specified/undetermined",157,"D",64.61666667,-148.7,"STATE","AK"
"1797",746279,"BILLY GOAT",2008,2008-07-07,189,"Natural","Natural",46,"C",62.8,-157.0166667,"STATE","AK"
"1798",746281,"SUSULATNA",2008,2008-07-07,189,"Natural","Natural",288.2,"D",63.78333333,-155.2333333,"STATE","AK"
"1799",746282,"NORTH MYSTERY",2008,2008-07-07,189,"Natural","Natural",365.3,"E",63.55,-154.6166667,"STATE","AK"
"1800",1275314,"BAY CREEK",2005,2005-06-28,179,"Natural","Natural",14.5,"C",60.92166667,-149.5433333,"USFS","AK"
"1801",1276353,NA,1993,1993-07-20,201,"Human","Missing data/not specified/undetermined",30,"C",55.5,-133.1666667,"STATE OR PRIVATE","AK"
"1802",1276355,NA,1993,1993-05-28,148,"Human","Equipment and vehicle use",127.1,"D",55.5,-132.3333333,"STATE OR PRIVATE","AK"
"1803",1276394,"BERNER'S BAY",1997,1997-05-26,146,"Human","Recreation and ceremony",20,"C",58.82666667,-134.9616667,"USFS","AK"
"1804",1276395,"COPPER MOUNTAIN",1997,1997-05-19,139,"Human","Debris and open burning",46,"C",55.22666667,-132.6533333,"STATE OR PRIVATE","AK"
"1805",1276448,"NO NAME ISLAND",2003,2003-05-18,138,"Human","Recreation and ceremony",12,"C",58.21666667,-135.1,"STATE OR PRIVATE","AK"
"1806",1276533,"FF83463",1994,1994-06-11,162,"Natural","Natural",160,"D",65.1659,-165.8527,"BIA","AK"
"1807",1276549,"204070",1992,1992-05-17,138,"Human","Smoking",880,"E",56.8159,-157.1021,"OTHER FEDERAL","AK"
"1808",1276550,"231280",1992,1992-06-21,173,"Human","Missing data/not specified/undetermined",80,"C",64.7492,-165.936,"STATE","AK"
"1809",1276553,"QRZ NE 2",1992,1992-07-05,187,"Natural","Natural",50,"C",65.3493,-164.536,"BLM","AK"
"1810",1276554,"QRZ NE 15",1992,1992-07-05,187,"Natural","Natural",10,"C",65.5493,-164.3693,"BLM","AK"
"1811",1276555,"QRZ NE 17",1992,1992-07-05,187,"Natural","Natural",35,"C",65.5659,-164.336,"BLM","AK"
"1812",1276556,"QRZ N 45",1992,1992-07-06,188,"Natural","Natural",36,"C",66.0326,-164.8527,"NPS","AK"
"1813",1276561,"OTZ NW",1993,1993-07-06,187,"Human","Debris and open burning",25,"C",68.416,-166.053,"BLM","AK"
"1814",1276564,"403001",1994,1994-03-19,78,"Human","Misuse of fire by a minor",200,"D",57.1992,-153.3023,"BLM","AK"
"1815",1276570,"604660",1996,1996-07-21,203,"Human","Missing data/not specified/undetermined",60,"C",58.7826,-157.4355,"TRIBAL","AK"
"1816",1276571,"704099",1997,1997-05-06,126,"Human","Debris and open burning",33,"C",58.8159,-161.0855,"FWS","AK"
"1817",1276573,"KOYUK DUMP",1997,1997-05-29,149,"Human","Debris and open burning",15.2,"C",64.9179,-161.1618,"TRIBAL","AK"
"1818",1276576,"DELOME CRE",1997,1997-07-22,203,"Natural","Natural",20,"C",65.4251,-164.376,"BLM","AK"
"1819",1276577,"732621 GAR",1997,1997-07-22,203,"Natural","Natural",76300,"G",65.4159,-164.3693,"BLM","AK"
"1820",1276579,"PISH RIVER",1997,1997-08-02,214,"Natural","Natural",15,"C",66.159,-164.0344,"NPS","AK"
"1821",1276580,"AMERICAN",1998,1998-07-23,204,"Natural","Natural",60,"C",64.9659,-164.186,"BLM","AK"
"1822",1276581,"KIVALINA",1999,1999-06-27,178,"Natural","Natural",3920,"F",68.0827,-164.2196,"BLM","AK"
"1823",1276582,"BELT CREEK",1999,1999-07-12,193,"Natural","Natural",818,"E",65.1993,-164.3026,"BLM","AK"
"1824",1276693,"LUCKY STRI",2000,2000-07-13,195,"Natural","Natural",35,"C",65.1826,-166.1527,"TRIBAL","AK"
"1825",1276696,"PALMER HAY",2001,2001-05-20,140,"Human","Recreation and ceremony",240,"D",61.4828,-149.3355,"BLM","AK"
"1826",1276697,"AMLIA",2001,2001-05-27,147,"Human","Debris and open burning",10,"C",52.0488,-173.3857,"FWS","AK"
"1827",1276698,"KAVALGA",2001,2001-05-27,147,"Human","Debris and open burning",800,"E",51.5318,-178.8026,"FWS","AK"
"1828",1276701,"KAGUYAK",2002,2002-05-02,122,"Human","Recreation and ceremony",650,"E",56.8825,-153.769,"BIA","AK"
"1829",1276702,"SCAMMONBAY",2002,2002-06-15,166,"Human","Debris and open burning",43.6,"C",61.8325,-165.5857,"TRIBAL","AK"
"1830",1276703,"MP 85",2002,2002-08-04,216,"Human","Equipment and vehicle use",21575,"G",65.4562,-164.5693,"STATE","AK"
"1831",1276704,"IMURUK BAS",2002,2002-08-11,223,"Human","Recreation and ceremony",381,"E",65.1478,-165.8993,"TRIBAL","AK"
"1832",1276705,"SCAMMONBAY",2002,2002-08-21,233,"Human","Debris and open burning",37.4,"C",61.8325,-165.569,"TRIBAL","AK"
"1833",1276706,"UKALIKCHIK",2002,2002-08-28,240,"Human","Recreation and ceremony",132,"D",61.5159,-165.4023,"FWS","AK"
"1834",1276708,"HUNTER CRE",2003,2003-06-25,176,"Natural","Natural",518.9,"E",65.3237,-165.3932,"BLM","AK"
"1835",1276709,"QUARTZ  C4",2004,2004-06-13,165,"Natural","Natural",25,"C",65.4659,-164.6193,"BLM","AK"
"1836",1276710,"QUARTZ 2",2004,2004-06-13,165,"Natural","Natural",1648.4,"F",65.3326,-164.936,"STATE","AK"
